"Anim","Sex","Loca","Leng","Head","Ear","Arm","Leg","Pes","Tail","Weight","Age"
112,2,"H2",NA,922,585,742,1721,1314,3770,24850,289
112,2,"H2",NA,920,605,754,1735,1336,3830,25860,303
112,2,"H2",NA,956,595,777,1778,1350,3990,26910,316
112,2,"H2",NA,955,613,791,1794,1344,3970,28450,331
112,2,"H2",NA,963,615,800,1829,1347,4150,29790,344
112,2,"H2",865,969,597,829,1851,1367,4260,33000,365
112,2,"H2",822,990,620,831,1888,1376,4530,33000,408
112,2,"H2",921,1019,635,873,1947,1384,4520,33500,562
115,2,"H1",NA,67,NA,NA,NA,NA,NA,NA,0
115,2,"H1",NA,125,NA,55,68,52,114,NA,13
115,2,"H1",NA,276,111,145,233,170,376,180,55
115,2,"H1",NA,323,134,177,285,209,457,280,69
115,2,"H1",NA,371,153,200,360,267,630,440,85
115,2,"H1",NA,404,185,220,410,309,644,500,97
115,2,"H1",NA,436,194,244,470,363,770,650,111
115,2,"H1",NA,478,225,279,549,433,890,900,125
115,2,"H1",NA,528,264,311,665,530,993,1180,139
115,2,"H1",NA,564,308,357,766,621,1220,1490,153
115,2,"H1",NA,600,341,404,887,733,1410,2100,168
115,2,"H1",NA,651,388,449,991,833,1700,2860,180
115,2,"H1",NA,705,490,507,1119,962,2050,4300,195
115,2,"H1",NA,734,511,547,1223,1066,2370,6050,208
115,2,"H1",NA,780,560,591,1358,1127,2680,8340,222
115,2,"H1",NA,805,549,621,1423,1168,2900,11170,237
115,2,"H1",NA,869,621,655,1504,1201,3120,14380,251
115,2,"H1",NA,901,607,681,1577,1226,3360,17950,272
115,2,"H1",NA,913,621,702,1612,1250,3370,19860,286
115,2,"H1",NA,919,638,712,1657,1286,3590,21120,299
115,2,"H1",NA,935,637,730,1690,1289,3560,21970,314
115,2,"H1",NA,941,648,749,1714,1283,3830,24020,327
115,2,"H1",NA,965,654,766,1752,1319,3760,27670,348
115,2,"H1",NA,978,683,779,1763,1311,3790,26890,356
115,2,"H1",NA,974,676,775,1773,1321,3930,27940,369
115,2,"H1",814,984,682,791,1791,1323,3950,30500,391
115,2,"H1",862,1035,683,852,1908,1372,4030,36500,545
125,2,"H1",NA,112,NA,53,62,48,93,NA,10
125,2,"H1",NA,166,54,80,112,79,156,NA,26
125,2,"H1",NA,208,74,108,157,105,222,NA,38
125,2,"H1",NA,255,104,134,204,147,326,160,52
125,2,"H1",NA,301,117,160,260,187,389,240,66
125,2,"H1",NA,351,137,180,317,228,459,380,80
125,2,"H1",NA,391,177,208,381,274,556,450,94
125,2,"H1",NA,433,198,239,452,346,691,680,108
125,2,"H1",NA,475,226,268,528,408,764,920,121
125,2,"H1",NA,516,263,304,635,498,960,1180,136
125,2,"H1",NA,551,301,345,745,600,1150,1600,149
125,2,"H1",NA,600,358,399,887,728,1330,2210,163
125,2,"H1",NA,648,396,450,986,835,1680,3220,178
125,2,"H1",NA,685,447,500,1117,940,1950,4500,192
125,2,"H1",NA,748,538,552,1287,1022,2400,7000,213
125,2,"H1",NA,762,545,577,1356,1058,2620,9330,227
125,2,"H1",NA,800,554,616,1407,1083,2680,11680,240
125,2,"H1",NA,828,578,625,1462,1100,2900,14180,255
125,2,"H1",NA,852,581,643,1502,1145,2970,15850,268
125,2,"H1",NA,873,581,661,1569,1174,3180,19840,289
125,2,"H1",NA,883,602,669,1594,1182,3180,19330,297
125,2,"H1",NA,893,602,677,1609,1152,3120,20910,310
125,2,"H1",NA,922,627,707,1640,1173,3180,23770,332
125,2,"H1",765,955,633,747,1764,1210,3560,25000,486
